<node>	<field>	<description>	<type>	<options>	<required>	<term>
summary_socio_demographic	number_of_daily_contacts	Number of daily contacts an individual with TB has	integer		No
diagnosis	lung_localization	Pulmonary tuberculosis (PTB) and extrapulmonary TB (EPTB): PTB and EPTB diagnosed at the same time. A patient with both pulmonary and extrapulmonary TB should be classified as a case of PTB. Extrapulmonary tuberculosis (EPTB) refers to any bacteriologically confirmed or clinically diagnosed case of TB involving organs other than the lungs, e.g. pleura, lymph nodes, abdomen, genitourinary tract, skin, joints and bones, meninges. Pulmonary tuberculosis (PTB) refers to any bacteriologically confirmed or clinically diagnosed case of TB involving the lung parenchyma or the tracheobronchial tree. Miliary TB is classified as PTB because there are lesions in the lungs. Tuberculous intra-thoracic lymphadenopathy (mediastinal and/or hilar) or tuberculous pleural effusion, without radiographic abnormalities in the lungs, constitutes a case of extrapulmonary TB. A patient with both pulmonary and extrapulmonary TB should be classified as a case of PTB. 	enum	"Pulmonary and Extrapulmonary","Pulmonary"," Extrapulmonary"	No
imaging_study	x_ray_count	Count of X-rays	integer		No
imaging_study	ct_count	Count of CT Scan images	integer		No
imaging_study	image_body_site	Location of image in both lungs, left long or right lung. 	enum	"Both lungs","Left lung","Right lung"	No
imaging_report	dissemination	Diffuse pulmonary nodules detected (yes or no)	enum	"Yes","No"	No
imaging_report	lungcavity_size	Size of lung cavity.	string		No
imaging_report	mediastinum_vessels_maldevelopment	Anomaly Of Mediastinum Vessels Develop detected (yes or no)	boolean		No
imaging_report	affect_pleura	changes in the pleura	boolean		No
imaging_report	shadow_pattern	Pattern of shadows. Options include Nodule, node and infiltrate; nodule less than 10 mm; Node more than 10 mm;  Nodule and node; Infiltrate(s)	string		No
imaging_report	affect_level	Affect localized in Medium and Lower Lobi, total lung, lower lobus, medium lobus, upper and lower lobbi, upper and medium lobbi, upper lobus	enum	"Upper Lobus","Upper and Medium Lobbi","Upper and Lower Lobbi","Medium Lobus","Lower Lobus","Medium and Lower Lobbi"	No
imaging_report	pneumothorax	Pneumothorax detected (yes or no)	boolean		No
imaging_report	plevritis	pleural effusion detected (yes or no)	boolean		No
imaging_report	affected_segments	Segments affected.	string		No
imaging_report	nodi_calcinatum	Nodi Calcinatum detected (yes or no)	boolean		No
imaging_report	process_prevalence	Prevalence of process in more than or equal to 2 segments, or in less than 2 segments.	string		No
imaging_report	pulmonaryartery_thromboembolism	Thromboembolism Of The Pulmonary Artery detected (yes or no)	enum	"Yes","No","Not Reported"	No
imaging_report	post_tb_residuals	Post-tuberculosis changes in the lung	enum	"Yes"," No","Not Reported","No, Yes"	No
imaging_report	lung_capacity_decrease	reduced lung volumes	enum	"Yes"," No"," Not Reported","No, Yes"	No
imaging_report	bronchial_obstruction	bronchial obstruction syndrome disorders	enum	"Yes"," No"," Not Reported"," No, Yes"	No
imaging_report	lung_maldevelopment	Anomaly of lung develop detected (yes or no)	boolean		No
imaging_report	accumulation_of_contrast	More than 30HU of contrast accumulated, less than 10-30HU of contrast accumulated, or no constrast accumulated	enum	"No","less10-13","more30"	No
imaging_report	limfoadenopatia	In general 10 mm is considered the upper limit for normal nodes (short transverse diameter	boolean		No
imaging_report	total_cavernum	More than two cavities, two lung cavities, 1 cavity, or no cavities	string		No
